Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Ali, M.G., Mousa, H.M., Blaudez, F., Abd El-sadek, M.S., Mohamed, M.A., Abdel-Jaber, G.T., Abdal-hay, A., Ivanovski, S.","57216390308; 56287921800; 57210845678; 34871297400; 55613229928; 55178573400; 55308357800; 6601979085","Dual nanofiber scaffolds composed of polyurethane- gelatin/nylon 6- gelatin for bone tissue engineering",2020,"Colloids and Surfaces A: Physicochemical and Engineering Aspects",597,"", 124817,,,,,10.1016/j.colsurfa.2020.124817,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083379512&partnerID=40&md5=26116836fc27b7c5111268e4331c76d6",Article,Final,,Scopus,2-s2.0-85083379512
"Yao, X., Li, J., Zhu, Y., Li, L., Zhang, W.","57201986262; 57215600604; 57216315219; 56298068100; 56297770600","Designed synthesis of three-dimensional callistemon-like networks structural multifunctional electrocatalyst: Graphitic-carbon-encapsulated Co nanoparticles/N-doped carbon nanotubes@carbon nanofibers for Zn-air batteries application",2020,"Composites Part B: Engineering",193,"", 108058,,,,,10.1016/j.compositesb.2020.108058,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083084094&partnerID=40&md5=95f9701f4783498e1fce66856a6f9881",Article,Final,,Scopus,2-s2.0-85083084094
"Song, X., Zhang, K., Song, Y., Duan, Z., Liu, Q., Liu, Y.","55657447500; 57215195037; 57212379892; 57195267089; 57207266003; 57214948365","Morphology, microstructure and mechanical properties of electrospun alumina nanofibers prepared using different polymer templates: A comparative study",2020,"Journal of Alloys and Compounds",829,"", 154502,,,,,10.1016/j.jallcom.2020.154502,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85080088877&partnerID=40&md5=a2acba978f43b5a0ddc99ea216b2755f",Article,Final,,Scopus,2-s2.0-85080088877
"Fu, H., Zhang, X., Fu, J., Shen, G., Ding, Y., Chen, Z., Du, H.","57213152246; 55352699400; 57213154962; 57210517101; 57210377593; 36600057900; 54379931100","Single layers of MoS<inf>2</inf>/Graphene nanosheets embedded in activated carbon nanofibers for high-performance supercapacitor",2020,"Journal of Alloys and Compounds",829,"", 154557,,,,,10.1016/j.jallcom.2020.154557,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85080866141&partnerID=40&md5=b624ca41894e929a33693e8549b144c4",Article,Final,,Scopus,2-s2.0-85080866141
"Feng, Z.-Q., Yuan, X., Wang, T.","25651635100; 57203641596; 55372315900","Porous polyacrylonitrile/graphene oxide nanofibers designed for high efficient adsorption of chromium ions (VI) in aqueous solution",2020,"Chemical Engineering Journal",392,"", 123730,,,,,10.1016/j.cej.2019.123730,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076471346&partnerID=40&md5=2c1ca7408159fcd255ad5cbd1eea82be",Article,Final,,Scopus,2-s2.0-85076471346
"Ullah, A., Ullah, S., Khan, M.Q., Hashmi, M., Nam, P.D., Kato, Y., Tamada, Y., Kim, I.S.","57212540937; 57203688005; 57195275415; 57204514549; 57216152227; 57216160127; 55511549600; 7404144068","Manuka honey incorporated cellulose acetate nanofibrous mats: Fabrication and in vitro evaluation as a potential wound dressing",2020,"International Journal of Biological Macromolecules",155,"",,479,489,,,10.1016/j.ijbiomac.2020.03.237,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082649109&partnerID=40&md5=d9aa1663514658c30f56fa5a2f9d099c",Article,Final,,Scopus,2-s2.0-85082649109
"Eghbalifam, N., Shojaosadati, S.A., Hashemi-Najafabadi, S., Khorasani, A.C.","56703302700; 55664604100; 14630363000; 55746020200","Synthesis and characterization of antimicrobial wound dressing material based on silver nanoparticles loaded gum Arabic nanofibers",2020,"International Journal of Biological Macromolecules",155,"",,119,130,,,10.1016/j.ijbiomac.2020.03.194,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082705335&partnerID=40&md5=58704828b684eba28184c6059c88af18",Article,Final,,Scopus,2-s2.0-85082705335
"Chen, X., Wan, C., Yu, R., Meng, L., Wang, D., Duan, T., Li, L.","57203317895; 56818509700; 57216373276; 55158262100; 24470557600; 36134312000; 57216371614","Fabrication of amidoximated polyacrylonitrile nanofibrous membrane by simultaneously biaxial stretching for uranium extraction from seawater",2020,"Desalination",486,"", 114447,,,,,10.1016/j.desal.2020.114447,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083324703&partnerID=40&md5=5ba49bb16a27736c390fe8ab8bd754ff",Article,Final,,Scopus,2-s2.0-85083324703
"Chen, Y., Abdalkarim, S.Y.H., Yu, H.-Y., Li, Y., Xu, J., Marek, J., Yao, J., Tam, K.C.","57209332847; 57194023231; 44462234200; 57158009500; 57216163873; 56423259000; 56387954400; 7201692595","Double stimuli-responsive cellulose nanocrystals reinforced electrospun PHBV composites membrane for intelligent drug release",2020,"International Journal of Biological Macromolecules",155,"",,330,339,,,10.1016/j.ijbiomac.2020.03.216,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082691585&partnerID=40&md5=622df53aa88008517560cc1e6b8a88ac",Article,Final,,Scopus,2-s2.0-85082691585
"Zhang, C.Y., Lu, Z.W., Wang, Y.H., Dai, Z., Zhao, H., Sun, G.Z., Lan, W., Pan, X.J., Zhou, J.Y., Xie, E.Q.","57212207218; 57207195609; 57207202767; 57207207042; 56374454800; 14007927800; 57211075182; 15840052800; 35182330000; 55447793700","Cooperative chemisorption of polysulfides via 2D hexagonal WS<inf>2</inf>-rimmed Co<inf>9</inf>S<inf>8</inf> heterostructures for lithium–sulfur batteries",2020,"Chemical Engineering Journal",392,"", 123734,,,,,10.1016/j.cej.2019.123734,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076461948&partnerID=40&md5=faf20847877912357db002f3e8f9e952",Article,Final,,Scopus,2-s2.0-85076461948
"Zhang, Z., Cai, J., Zhu, H., Zhuang, Z., Xu, F., Hao, J., Lu, S., Li, H., Duan, F., Du, M.","57211916182; 57212218957; 57216101976; 57193223214; 57212218522; 57211926393; 55350104400; 57211242729; 16308709000; 8852763100","Simple construction of ruthenium single atoms on electrospun nanofibers for superior alkaline hydrogen evolution: A dynamic transformation from clusters to single atoms",2020,"Chemical Engineering Journal",392,"", 123655,,,,,10.1016/j.cej.2019.123655,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076249971&partnerID=40&md5=ef8f2a30d60012fb47e313837f341b50",Article,Final,,Scopus,2-s2.0-85076249971
"Cai, R.-R., Li, S.-Z., Zhang, L.-Z., Lei, Y.","55763282600; 57215898312; 35239259900; 57216314435","Fabrication and performance of a stable micro/nano composite electret filter for effective PM<inf>2.5</inf> capture",2020,"Science of the Total Environment",725,"", 138297,,,,,10.1016/j.scitotenv.2020.138297,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083075957&partnerID=40&md5=a6c1af6e57f6d989fc72c4c0ae6c121e",Article,Final,,Scopus,2-s2.0-85083075957
"Avci, H., Akkulak, E., Gergeroglu, H., Ghorbanpoor, H., Uysal, O., Eker Sariboyaci, A., Demir, B., Soykan, M.N., Pat, S., Mohammadigharehbagh, R., Özel, C., Cabuk, A., Doğan Güzel, F.","54419396700; 57215722336; 57204468376; 57192917737; 7004496799; 14037443800; 57215718193; 57215717593; 9274843500; 57189905524; 57191847889; 14029773600; 57201189979","Flexible poly(styrene-ethylene-butadiene-styrene) hybrid nanofibers for bioengineering and water filtration applications",2020,"Journal of Applied Polymer Science",137,"26", 49184,,,,,10.1002/app.49184,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081750309&partnerID=40&md5=d0be3e05b22b169f32927152743f2dea",Article,Final,,Scopus,2-s2.0-85081750309
"Khalili, S., Chenari, H.M.","57189629665; 57034081700","Successful electrospinning fabrication of ZrO<inf>2</inf> nanofibers: A detailed physical – chemical characterization study",2020,"Journal of Alloys and Compounds",828,"", 154414,,,,,10.1016/j.jallcom.2020.154414,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079601216&partnerID=40&md5=a4e28b7bf6b621642ff33054cf90b90b",Article,Final,,Scopus,2-s2.0-85079601216
"Peng, W., Wang, Y., Yang, X., Mao, L., Jin, J., Yang, S., Fu, K., Li, G.","57207623138; 56010177200; 57202895270; 57190946233; 56535742900; 35274055200; 57190947121; 36071562800","Co<inf>9</inf>S<inf>8</inf> nanoparticles embedded in multiple doped and electrospun hollow carbon nanofibers as bifunctional oxygen electrocatalysts for rechargeable zinc-air battery",2020,"Applied Catalysis B: Environmental",268,"", 118437,,,,2,10.1016/j.apcatb.2019.118437,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079387897&partnerID=40&md5=f9a8281e616d11c77bd0e595be6238cc",Article,Final,,Scopus,2-s2.0-85079387897
"Gao, Y., Yan, N., Jiang, C., Xu, C., Yu, S., Liang, P., Zhang, X., Liang, S., Huang, X.","57195298656; 57214794499; 57196731922; 57214793790; 56313106700; 55701008300; 34067952500; 8619709800; 26643260700","Filtration-enhanced highly efficient photocatalytic degradation with a novel electrospun rGO@TiO<inf>2</inf> nanofibrous membrane: Implication for improving photocatalytic efficiency",2020,"Applied Catalysis B: Environmental",268,"", 118737,,,,,10.1016/j.apcatb.2020.118737,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079165021&partnerID=40&md5=b681ae51588d59ded0c7b3c066a8083e",Article,Final,,Scopus,2-s2.0-85079165021
"Alvarez-Lorenzo, C., Mayo-Olveira, F., Barbosa, S., Taboada, P., Concheiro, A.","7004396916; 57212264348; 7005050717; 7003452193; 7006298247","Poly(vinyl alcohol) triggers Au nanoparticles formation for near-infrared radiation-responsive gels and nanofibers",2020,"Journal of Applied Polymer Science",137,"25", 48811,,,,,10.1002/app.48811,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85076369881&partnerID=40&md5=d6ddf4dcb375e9c2848d486bf5bca9c7",Article,Final,,Scopus,2-s2.0-85076369881
"Nisola, G.M., Parohinog, K.J., Torrejos, R.E.C., Koo, S., Lee, S.-P., Kim, H., Chung, W.-J.","36069696400; 57191530146; 56022740700; 7102367844; 56022407000; 23397157100; 7401983221","Crown ethers “clicked” on fibrous polyglycidyl methacrylate for selective Li<sup>+</sup> retrieval from aqueous sources",2020,"Colloids and Surfaces A: Physicochemical and Engineering Aspects",596,"", 124709,,,,,10.1016/j.colsurfa.2020.124709,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083306696&partnerID=40&md5=3beca36e98d0e9794bf5854f80981502",Article,Final,,Scopus,2-s2.0-85083306696
"Mahboudi, H., Sadat Hosseini, F., Kehtari, M., Hassannia, H., Enderami, S.E., Nojehdehi, S.","57192189816; 56281927300; 57151279300; 54581090000; 56181758900; 57031869300","The effect of PLLA/PVA nanofibrous scaffold on the chondrogenesis of human induced pluripotent stem cells",2020,"International Journal of Polymeric Materials and Polymeric Biomaterials",69,"10",,669,677,,,10.1080/00914037.2019.1600516,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85065099141&partnerID=40&md5=9343598853c453eed4a714efbe41549c",Article,Final,,Scopus,2-s2.0-85065099141
"Celebioglu, A., Uyar, T.","37025629100; 6602279161","Fast-dissolving antioxidant curcumin/cyclodextrin inclusion complex electrospun nanofibrous webs",2020,"Food Chemistry",317,"", 126397,,,,,10.1016/j.foodchem.2020.126397,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079355457&partnerID=40&md5=dbbe9d12dfff2827c0669649716c22b4",Article,Final,,Scopus,2-s2.0-85079355457
"Gutierrez-Gonzalez, J., Garcia-Cela, E., Magan, N., Rahatekar, S.S.","57216149083; 57203760617; 7005107262; 21741130800","Electrospinning alginate/polyethylene oxide and curcumin composite nanofibers",2020,"Materials Letters",270,"", 127662,,,,,10.1016/j.matlet.2020.127662,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082684284&partnerID=40&md5=5fb9da0522e820d12f74f877c116e030",Article,Final,,Scopus,2-s2.0-85082684284
"Ghorani, B., Emadzadeh, B., Rezaeinia, H., Russell, S.J.","55682276700; 15834359300; 57207695385; 7401537985","Improvements in gelatin cold water solubility after electrospinning and associated physicochemical, functional and rheological properties",2020,"Food Hydrocolloids",104,"", 105740,,,,,10.1016/j.foodhyd.2020.105740,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079431250&partnerID=40&md5=fa870f1417b4ef1554e17f0e9f67bd29",Article,Final,,Scopus,2-s2.0-85079431250
"Xu, T., Ding, Y., Liang, Z., Sun, H., Zheng, F., Zhu, Z., Zhao, Y., Fong, H.","56446120200; 55766962500; 57203816144; 55729295500; 57201934683; 13906633400; 57211496557; 13807127200","Three-dimensional monolithic porous structures assembled from fragmented electrospun nanofiber mats/membranes: Methods, properties, and applications",2020,"Progress in Materials Science",112,"", 100656,,,,,10.1016/j.pmatsci.2020.100656,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85079861513&partnerID=40&md5=3656db0ebf36985b0ebf28c9fc510a10",Review,Final,,Scopus,2-s2.0-85079861513
"Xie, L., Shu, Y., Hu, Y., Cheng, J., Chen, Y.","57215503925; 57214088075; 8912820700; 12782135200; 13308996700","SWNTs-PAN/TPU/PANI composite electrospun nanofiber membrane for point-of-use efficient electrochemical disinfection: New strategy of CNT disinfection",2020,"Chemosphere",251,"", 126286,,,,,10.1016/j.chemosphere.2020.126286,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85080979142&partnerID=40&md5=630865ef54c99d148cd2d99f8f9b1618",Article,Final,,Scopus,2-s2.0-85080979142
"Nie, Y., Wang, F., Zhang, H., Wei, D., Zhong, S., Wang, L., Zhang, G., Duan, H., Cao, R.","57211329748; 57199195735; 56532783700; 57195414639; 57202230855; 57211489614; 55543586200; 16033106200; 57216224355","Tunable confinement of Cu-Zn bimetallic oxides in carbon nanofiber networks by thermal diffusion for lithium-ion battery",2020,"Applied Surface Science",517,"", 146079,,,,1,10.1016/j.apsusc.2020.146079,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082862164&partnerID=40&md5=f61e75ac23171109d952052349706429",Article,Final,,Scopus,2-s2.0-85082862164
"Liu, H., Sun, N., Ding, P., Chen, C., Wu, Z., Zhu, W., Liu, L., Wang, Z., Pei, R.","57208817601; 57200597223; 57205601171; 57208825398; 57216042021; 54416802500; 57216228674; 56448390700; 36798679300","Fabrication of aptamer modified TiO<inf>2</inf> nanofibers for specific capture of circulating tumor cells",2020,"Colloids and Surfaces B: Biointerfaces",191,"", 110985,,,,,10.1016/j.colsurfb.2020.110985,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082537092&partnerID=40&md5=3fd873b00864e3e92805c3856ee7a3d4",Article,Final,,Scopus,2-s2.0-85082537092
"Edmans, J.G., Murdoch, C., Santocildes-Romero, M.E., Hatton, P.V., Colley, H.E., Spain, S.G.","57216179050; 7003494217; 56543698400; 57204892530; 36784357800; 14834563700","Incorporation of lysozyme into a mucoadhesive electrospun patch for rapid protein delivery to the oral mucosa",2020,"Materials Science and Engineering C",112,"", 110917,,,,,10.1016/j.msec.2020.110917,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082776801&partnerID=40&md5=b102f04db7add7c1ddca74a0e5ca5b99",Article,Final,Open Access,Scopus,2-s2.0-85082776801
"George, A., Sanjay, M.R., Srisuk, R., Parameswaranpillai, J., Siengchin, S.","57215855318; 57042636700; 56181349700; 57212037202; 23989534700","A comprehensive review on chemical properties and applications of biopolymers and their composites",2020,"International Journal of Biological Macromolecules",154,"",,329,338,,,10.1016/j.ijbiomac.2020.03.120,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082125719&partnerID=40&md5=20f65750723277ed851a40331ce010fa",Review,Final,,Scopus,2-s2.0-85082125719
"Ng, I.-S., Ooi, C.W., Liu, B.-L., Peng, C.-T., Chiu, C.-Y., Chang, Y.-K.","57190488178; 57044293800; 26643353300; 57215840851; 57207168383; 7501844120","Antibacterial efficacy of chitosan- and poly(hexamethylene biguanide)-immobilized nanofiber membrane",2020,"International Journal of Biological Macromolecules",154,"",,844,854,,,10.1016/j.ijbiomac.2020.03.127,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85082089647&partnerID=40&md5=e36ec1ccf8bda3d11a6dee0d5697d4ef",Article,Final,,Scopus,2-s2.0-85082089647
"Daghrery, A., Aytac, Z., Dubey, N., Mei, L., Schwendeman, A., Bottino, M.C.","57216414134; 55831475300; 38461144500; 57216312814; 6506939515; 16174153300","Electrospinning of dexamethasone/cyclodextrin inclusion complex polymer fibers for dental pulp therapy",2020,"Colloids and Surfaces B: Biointerfaces",191,"", 111011,,,,,10.1016/j.colsurfb.2020.111011,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083465917&partnerID=40&md5=7bb85e0af2707a2cf3293414a2d26f71",Article,Final,,Scopus,2-s2.0-85083465917
"Oliveira, V.H.B., Rechotnek, F., da Silva, E.P., Marques, V.D.S., Rubira, A.F., Silva, R., Lourenço, S.A., Muniz, E.C.","57216373230; 57216372512; 56085425500; 57216374206; 6701729645; 54887640200; 57216360960; 7005651884","A sensitive electrochemical sensor for Pb<sup>2+</sup> ions based on ZnO nanofibers functionalized by L-cysteine",2020,"Journal of Molecular Liquids",309,"", 113041,,,,,10.1016/j.molliq.2020.113041,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083325745&partnerID=40&md5=9e939e54a6498ac29ecae0d7129b49fb",Article,Final,,Scopus,2-s2.0-85083325745
"Li, Y., Huang, Z., Pu, X., Chen, X., Yin, G., Wang, Y., Miao, D., Fan, J., Mu, J.","57215782279; 22985489400; 14071910600; 23970380100; 35217055800; 57215782305; 57215769828; 24337745100; 57215773921","Polydopamine/carboxylic graphene oxide-composited polypyrrole films for promoting adhesion and alignment of Schwann cells",2020,"Colloids and Surfaces B: Biointerfaces",191,"", 110972,,,,,10.1016/j.colsurfb.2020.110972,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85081915321&partnerID=40&md5=2ef9c87f179b0afe422c30767356c334",Article,Final,,Scopus,2-s2.0-85081915321
"Sun, F., Ren, H.-T., Li, T.-T., Huang, S.-Y., Zhang, Y., Lou, C.-W., Lin, J.-H.","57216298392; 57215524742; 56883334800; 55561726400; 57211952554; 15829714900; 35724149500","Bioinspired design of underwater superoleophobic Poly(N-isopropylacrylamide)/ polyacrylonitrile/TiO<inf>2</inf> nanofibrous membranes for highly efficient oil/water separation and photocatalysis",2020,"Environmental Research",186,"", 109494,,,,,10.1016/j.envres.2020.109494,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083046835&partnerID=40&md5=a251133dc34e6930da24517c56fbe3ee",Article,Final,,Scopus,2-s2.0-85083046835
"Gao, D., Wang, Z., Wu, Z., Guo, M., Wang, Y., Gao, Z., Zhang, P., Ito, Y.","57197730451; 22939597300; 57198578130; 55467709200; 55966752900; 23396723900; 8506368000; 34770391900","3D-printing of solvent exchange deposition modeling (SEDM) for a bilayered flexible skin substitute of poly (lactide-co-glycolide) with bioorthogonally engineered EGF",2020,"Materials Science and Engineering C",112,"", 110942,,,,,10.1016/j.msec.2020.110942,"https://www.scopus.com/inward/record.url?eid=2-s2.0-85083081153&partnerID=40&md5=459ef8d682b97c0c60178b7875546996",Article,Final,,Scopus,2-s2.0-85083081153
