Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Agarwal S., Greiner A., Wendorff J.H.",7403190711;24283847100;7101741857;,Functional materials by electrospinning of polymers,2013,Progress in Polymer Science,38,6,,963,991,,523,10.1016/j.progpolymsci.2013.02.001,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877581721&doi=10.1016%2fj.progpolymsci.2013.02.001&partnerID=40&md5=bda584bea49f3481677f1d30c3768d11,"Lehrstuhl für Makromolekulare Chemie II, Bayreuth Center for Colloids and Interfaces (BZKG), Universität Bayreuth, Universitätsstrasse 30, 95440 Bayreuth, Germany; Philipps-Universität Marburg, Department of Chemistry, Scientific Center for Materials Science, Hans-Meerwein Straße, D-35032, Germany","Agarwal, S., Lehrstuhl für Makromolekulare Chemie II, Bayreuth Center for Colloids and Interfaces (BZKG), Universität Bayreuth, Universitätsstrasse 30, 95440 Bayreuth, Germany; Greiner, A., Lehrstuhl für Makromolekulare Chemie II, Bayreuth Center for Colloids and Interfaces (BZKG), Universität Bayreuth, Universitätsstrasse 30, 95440 Bayreuth, Germany; Wendorff, J.H., Philipps-Universität Marburg, Department of Chemistry, Scientific Center for Materials Science, Hans-Meerwein Straße, D-35032, Germany","Wendorff, J.H.; Philipps-Universität Marburg, Department of Chemistry, Scientific Center for Materials Science, Hans-Meerwein Straße, D-35032, Germany; email: wendorff@staff.uni-marburg.de",,Elsevier Ltd,796700,,PRPSB,,English,Prog. Polym. Sci.,Review,Final,,Scopus,2-s2.0-84877581721
"Zwanenburg F.A., Dzurak A.S., Morello A., Simmons M.Y., Hollenberg L.C.L., Klimeck G., Rogge S., Coppersmith S.N., Eriksson M.A.",22236133400;7004650676;7005087193;55424718000;6701356330;56250324100;6701628868;7003415814;57203218568;,Silicon quantum electronics,2013,Reviews of Modern Physics,85,3,,961,1019,,506,10.1103/RevModPhys.85.961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880788348&doi=10.1103%2fRevModPhys.85.961&partnerID=40&md5=e92ba6526e70ce7118b98555fc4aa4b0,"NanoElectronics Group, MESA+ Institute for Nanotechnology, University of Twente, PO Box 217, 7500 AE Enschede, Netherlands; Centre of Excellence for Quantum Computation and Communication Technology, University of New South Wales, Sydney, NSW 2052, Australia; Centre of Excellence for Quantum Computation and Communication Technology, University of Melbourne, Melbourne, VIC 3010, Australia; School of Electrical and Computer Engineering, Birck Nanotechnology Center, Network for Computational Nanotechnology, West Lafayette, IN 47907, United States; University of Wisconsin-Madison, Madison, WI 53706, United States","Zwanenburg, F.A., NanoElectronics Group, MESA+ Institute for Nanotechnology, University of Twente, PO Box 217, 7500 AE Enschede, Netherlands, Centre of Excellence for Quantum Computation and Communication Technology, University of New South Wales, Sydney, NSW 2052, Australia; Dzurak, A.S., Centre of Excellence for Quantum Computation and Communication Technology, University of New South Wales, Sydney, NSW 2052, Australia; Morello, A., Centre of Excellence for Quantum Computation and Communication Technology, University of New South Wales, Sydney, NSW 2052, Australia; Simmons, M.Y., Centre of Excellence for Quantum Computation and Communication Technology, University of New South Wales, Sydney, NSW 2052, Australia; Hollenberg, L.C.L., Centre of Excellence for Quantum Computation and Communication Technology, University of Melbourne, Melbourne, VIC 3010, Australia; Klimeck, G., School of Electrical and Computer Engineering, Birck Nanotechnology Center, Network for Computational Nanotechnology, West Lafayette, IN 47907, United States; Rogge, S., Centre of Excellence for Quantum Computation and Communication Technology, University of New South Wales, Sydney, NSW 2052, Australia; Coppersmith, S.N., University of Wisconsin-Madison, Madison, WI 53706, United States; Eriksson, M.A., University of Wisconsin-Madison, Madison, WI 53706, United States","Zwanenburg, F.A.; NanoElectronics Group, MESA+ Institute for Nanotechnology, University of Twente, PO Box 217, 7500 AE Enschede, Netherlands; email: f.a.zwanenburg@utwente.nl",,,346861,,,,English,Rev. Mod. Phys.,Article,Final,,Scopus,2-s2.0-84880788348
"Sun D., Chang C., Li S., Lin L.",13008883600;8517523300;57192464660;56683459000;,Near-field electrospinning,2006,Nano Letters,6,4,,839,842,,492,10.1021/nl0602701,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646425048&doi=10.1021%2fnl0602701&partnerID=40&md5=f45501ca377300602ac6a7b07fd5c46f,"Department of Mechanical Engineering, Berkeley Sensor and Actuator Center, University of California, Berkeley, CA 94720, United States; Department of Mechanical and Electrical Engineering, Xiamen University, China","Sun, D., Department of Mechanical Engineering, Berkeley Sensor and Actuator Center, University of California, Berkeley, CA 94720, United States, Department of Mechanical and Electrical Engineering, Xiamen University, China; Chang, C., Department of Mechanical Engineering, Berkeley Sensor and Actuator Center, University of California, Berkeley, CA 94720, United States; Li, S., Department of Mechanical Engineering, Berkeley Sensor and Actuator Center, University of California, Berkeley, CA 94720, United States; Lin, L., Department of Mechanical Engineering, Berkeley Sensor and Actuator Center, University of California, Berkeley, CA 94720, United States","Lin, L.; Department of Mechanical Engineering, Berkeley Sensor and Actuator Center, University of California, Berkeley, CA 94720, United States; email: lwlin@me.berkeley.edu",,,15306984,,,16608294,English,Nano Lett.,Article,Final,,Scopus,2-s2.0-33646425048
"Persano L., Camposeo A., Tekmen C., Pisignano D.",6603301476;14032893900;6602459745;7003818884;,Industrial upscaling of electrospinning and applications of polymer nanofibers: A review,2013,Macromolecular Materials and Engineering,298,5,,504,520,,440,10.1002/mame.201200290,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877251282&doi=10.1002%2fmame.201200290&partnerID=40&md5=a3005d5ce9e4a9a103f0af043b741c4c,"National Nanotechnology Laboratory, Istituto Nanoscienze-CNR, Università Del Salento, via Arnesano, I-73100 Lecce, Italy; Center for Biomolecular Nanotechnologies at UNILE, Istituto Italiano di Tecnologia, via Barsanti, I-73010 Arnesano, Italy; Soft Materials and Technologies S.r.l., Via Leuca, I-73020, Cavallino, Italy; ELMARCO S.r.o., Svarovska 621, 460 10 Liberec, Czech Republic; Dipartimento di Matematica e Fisica Ennio de Giorgi, Università Del Salento, via Arnesano, I-73100 Lecce, Italy","Persano, L., National Nanotechnology Laboratory, Istituto Nanoscienze-CNR, Università Del Salento, via Arnesano, I-73100 Lecce, Italy, Center for Biomolecular Nanotechnologies at UNILE, Istituto Italiano di Tecnologia, via Barsanti, I-73010 Arnesano, Italy, Soft Materials and Technologies S.r.l., Via Leuca, I-73020, Cavallino, Italy; Camposeo, A., National Nanotechnology Laboratory, Istituto Nanoscienze-CNR, Università Del Salento, via Arnesano, I-73100 Lecce, Italy, Center for Biomolecular Nanotechnologies at UNILE, Istituto Italiano di Tecnologia, via Barsanti, I-73010 Arnesano, Italy, Soft Materials and Technologies S.r.l., Via Leuca, I-73020, Cavallino, Italy; Tekmen, C., ELMARCO S.r.o., Svarovska 621, 460 10 Liberec, Czech Republic; Pisignano, D., National Nanotechnology Laboratory, Istituto Nanoscienze-CNR, Università Del Salento, via Arnesano, I-73100 Lecce, Italy, Center for Biomolecular Nanotechnologies at UNILE, Istituto Italiano di Tecnologia, via Barsanti, I-73010 Arnesano, Italy, Dipartimento di Matematica e Fisica Ennio de Giorgi, Università Del Salento, via Arnesano, I-73100 Lecce, Italy","Persano, L.; National Nanotechnology Laboratory, Istituto Nanoscienze-CNR, Università Del Salento, via Arnesano, I-73100 Lecce, Italy; email: luana.persano@nano.cnr.it",,,14387492,,MMENF,,English,Macromol. Mater. Eng.,Review,Final,,Scopus,2-s2.0-84877251282
"Celia E., Darmanin T., Taffin de Givenchy E., Amigoni S., Guittard F.",6506012684;24472702800;6507651351;6603477794;7003361644;,Recent advances in designing superhydrophobic surfaces,2013,Journal of Colloid and Interface Science,402,,,1,18,,423,10.1016/j.jcis.2013.03.041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84878199699&doi=10.1016%2fj.jcis.2013.03.041&partnerID=40&md5=a6125a31defea8b29ead0a68e47c5e98,"Université de Nice Sophia-Antipolis and CNRS, Laboratoire Physique de la Matière Condensée (LPMC), UMR 7336, Groupe Surfaces and Interfaces, 28 avenue Valrose, 06108 Nice Cedex 2, France","Celia, E., Université de Nice Sophia-Antipolis and CNRS, Laboratoire Physique de la Matière Condensée (LPMC), UMR 7336, Groupe Surfaces and Interfaces, 28 avenue Valrose, 06108 Nice Cedex 2, France; Darmanin, T., Université de Nice Sophia-Antipolis and CNRS, Laboratoire Physique de la Matière Condensée (LPMC), UMR 7336, Groupe Surfaces and Interfaces, 28 avenue Valrose, 06108 Nice Cedex 2, France; Taffin de Givenchy, E., Université de Nice Sophia-Antipolis and CNRS, Laboratoire Physique de la Matière Condensée (LPMC), UMR 7336, Groupe Surfaces and Interfaces, 28 avenue Valrose, 06108 Nice Cedex 2, France; Amigoni, S., Université de Nice Sophia-Antipolis and CNRS, Laboratoire Physique de la Matière Condensée (LPMC), UMR 7336, Groupe Surfaces and Interfaces, 28 avenue Valrose, 06108 Nice Cedex 2, France; Guittard, F., Université de Nice Sophia-Antipolis and CNRS, Laboratoire Physique de la Matière Condensée (LPMC), UMR 7336, Groupe Surfaces and Interfaces, 28 avenue Valrose, 06108 Nice Cedex 2, France","Guittard, F.; Université de Nice Sophia-Antipolis and CNRS, Laboratoire Physique de la Matière Condensée (LPMC), UMR 7336, Groupe Surfaces and Interfaces, 28 avenue Valrose, 06108 Nice Cedex 2, France; email: Frederic.Guittard@unice.fr",,,219797,,JCISA,,English,J. Colloid Interface Sci.,Review,Final,,Scopus,2-s2.0-84878199699
"Zhang Z., Shao C., Li X., Wang C., Zhang M., Liu Y.",35104121000;55161636200;55718147500;35103812700;57209430283;55959895100;,Electrospun nanofibers of p-type NiO/ n-type ZnO heterojunctions with enhanced photocatalytic activity,2010,ACS Applied Materials and Interfaces,2,10,,2915,2923,,395,10.1021/am100618h,https://www.scopus.com/inward/record.uri?eid=2-s2.0-79151483771&doi=10.1021%2fam100618h&partnerID=40&md5=58c8b83d6de8de0562bdfd9d21c5834d,"Center for Advanced Optoelectronic Functional Materials Research, Northeast Normal University, Ministry of Education, 5268 Renmin Street, Changchun 130024, China","Zhang, Z., Center for Advanced Optoelectronic Functional Materials Research, Northeast Normal University, Ministry of Education, 5268 Renmin Street, Changchun 130024, China; Shao, C., Center for Advanced Optoelectronic Functional Materials Research, Northeast Normal University, Ministry of Education, 5268 Renmin Street, Changchun 130024, China; Li, X., Center for Advanced Optoelectronic Functional Materials Research, Northeast Normal University, Ministry of Education, 5268 Renmin Street, Changchun 130024, China; Wang, C., Center for Advanced Optoelectronic Functional Materials Research, Northeast Normal University, Ministry of Education, 5268 Renmin Street, Changchun 130024, China; Zhang, M., Center for Advanced Optoelectronic Functional Materials Research, Northeast Normal University, Ministry of Education, 5268 Renmin Street, Changchun 130024, China; Liu, Y., Center for Advanced Optoelectronic Functional Materials Research, Northeast Normal University, Ministry of Education, 5268 Renmin Street, Changchun 130024, China","Shao, C.; Center for Advanced Optoelectronic Functional Materials Research, Northeast Normal University, Ministry of Education, 5268 Renmin Street, Changchun 130024, China; email: clshao@nenu.edu.cn",,,19448244,,,20936796,English,ACS Appl. Mater. Interfaces,Article,Final,,Scopus,2-s2.0-79151483771
"Luo C.J., Stoyanov S.D., Stride E., Pelan E., Edirisinghe M.",36523535000;7006224535;8782679600;6506676742;7006247915;,Electrospinning versus fibre production methods: From specifics to technological convergence,2012,Chemical Society Reviews,41,13,,4708,4735,,371,10.1039/c2cs35083a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862237584&doi=10.1039%2fc2cs35083a&partnerID=40&md5=585902048a89539b3f2295de14a756b3,"Department of Mechanical Engineering, University College London, Torrington Place, London WC1E 7JE, United Kingdom; Unilever Research and Development Vlaardingen, Olivier van Noortlaan 120, 3133 AT, Vlaardingen, Netherlands; Laboratory of Physical Chemistry and Colloid Science, Wageningen University, 6703 HB Wageningen, Netherlands; Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Old Road Campus, Oxford OX3 7DQ, United Kingdom","Luo, C.J., Department of Mechanical Engineering, University College London, Torrington Place, London WC1E 7JE, United Kingdom; Stoyanov, S.D., Department of Mechanical Engineering, University College London, Torrington Place, London WC1E 7JE, United Kingdom, Unilever Research and Development Vlaardingen, Olivier van Noortlaan 120, 3133 AT, Vlaardingen, Netherlands, Laboratory of Physical Chemistry and Colloid Science, Wageningen University, 6703 HB Wageningen, Netherlands; Stride, E., Department of Mechanical Engineering, University College London, Torrington Place, London WC1E 7JE, United Kingdom, Institute of Biomedical Engineering, Department of Engineering Science, University of Oxford, Old Road Campus, Oxford OX3 7DQ, United Kingdom; Pelan, E., Unilever Research and Development Vlaardingen, Olivier van Noortlaan 120, 3133 AT, Vlaardingen, Netherlands; Edirisinghe, M., Department of Mechanical Engineering, University College London, Torrington Place, London WC1E 7JE, United Kingdom","Luo, C.J.; Department of Mechanical Engineering, University College London, Torrington Place, London WC1E 7JE, United Kingdom; email: chaojie.luo@ucl.ac.uk",,,3060012,,CSRVB,22618026,English,Chem. Soc. Rev.,Review,Final,,Scopus,2-s2.0-84862237584
"Chakraborty S., Liao I.-C., Adler A., Leong K.W.",25824713600;7004079305;35728202000;7201577196;,Electrohydrodynamics: A facile technique to fabricate drug delivery systems,2009,Advanced Drug Delivery Reviews,61,12,,1043,1054,,369,10.1016/j.addr.2009.07.013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349840742&doi=10.1016%2fj.addr.2009.07.013&partnerID=40&md5=e705a272f9de9fdef852ca46f371bae8,"Biomedical Engineering Department, Pratt School of Engineering, Duke University, Durham, NC 27708-0281, United States","Chakraborty, S., Biomedical Engineering Department, Pratt School of Engineering, Duke University, Durham, NC 27708-0281, United States; Liao, I.-C., Biomedical Engineering Department, Pratt School of Engineering, Duke University, Durham, NC 27708-0281, United States; Adler, A., Biomedical Engineering Department, Pratt School of Engineering, Duke University, Durham, NC 27708-0281, United States; Leong, K.W., Biomedical Engineering Department, Pratt School of Engineering, Duke University, Durham, NC 27708-0281, United States","Leong, K.W.; Biomedical Engineering Department, Pratt School of Engineering, Duke University, Durham, NC 27708-0281, United States; email: kam.leong@duke.edu",,,0169409X,,ADDRE,19651167,English,Adv. Drug Deliv. Rev.,Review,Final,,Scopus,2-s2.0-70349840742
"Brown T.D., Dalton P.D., Hutmacher D.W.",36967571800;7005153682;24288865000;,Direct writing by way of melt electrospinning,2011,Advanced Materials,23,47,,5651,5657,,336,10.1002/adma.201103482,https://www.scopus.com/inward/record.uri?eid=2-s2.0-83455228407&doi=10.1002%2fadma.201103482&partnerID=40&md5=e31943f677e05821c23d1691a3fe0694,"Institute for Health and Biomedical Innovation, Queensland University of Technology, 60 Musk Avenue, Kelvin Grove, QLD 4059, Australia","Brown, T.D., Institute for Health and Biomedical Innovation, Queensland University of Technology, 60 Musk Avenue, Kelvin Grove, QLD 4059, Australia; Dalton, P.D., Institute for Health and Biomedical Innovation, Queensland University of Technology, 60 Musk Avenue, Kelvin Grove, QLD 4059, Australia; Hutmacher, D.W., Institute for Health and Biomedical Innovation, Queensland University of Technology, 60 Musk Avenue, Kelvin Grove, QLD 4059, Australia","Dalton, P.D.; Institute for Health and Biomedical Innovation, Queensland University of Technology, 60 Musk Avenue, Kelvin Grove, QLD 4059, Australia; email: daltonp@qut.edu.au",,,9359648,,ADVME,22095922,English,Adv Mater,Article,Final,,Scopus,2-s2.0-83455228407
"Sun B., Long Y.Z., Zhang H.D., Li M.M., Duvail J.L., Jiang X.Y., Yin H.L.",56406757600;56024751400;7409196818;51261274900;6701793456;15754137400;55775700900;,Advances in three-dimensional nanofibrous macrostructures via electrospinning,2014,Progress in Polymer Science,39,5,,862,890,,313,10.1016/j.progpolymsci.2013.06.002,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899426586&doi=10.1016%2fj.progpolymsci.2013.06.002&partnerID=40&md5=a190c5c7474161901d47dd0c27aeaf68,"College of Physics, Qingdao University, Qingdao 266071, China; Key Laboratory of Photonics Materials and Technology, Universities of Shandong (Qingdao University), Qingdao 266071, China; State Key Laboratory Cultivation Base of New Fiber Materials and Modern Textile, Qingdao University, Qingdao 266071, China; National Center for NanoScience and Technology, Beijing 100190, China; Institut des Matériaux Jean Rouxel, CNRS, Université de Nantes, F-44322 Nantes, France; Department of Osteology, No. 401 Hospital of P. L. A., Qingdao 266071, China","Sun, B., College of Physics, Qingdao University, Qingdao 266071, China, Key Laboratory of Photonics Materials and Technology, Universities of Shandong (Qingdao University), Qingdao 266071, China; Long, Y.Z., College of Physics, Qingdao University, Qingdao 266071, China, Key Laboratory of Photonics Materials and Technology, Universities of Shandong (Qingdao University), Qingdao 266071, China, State Key Laboratory Cultivation Base of New Fiber Materials and Modern Textile, Qingdao University, Qingdao 266071, China; Zhang, H.D., College of Physics, Qingdao University, Qingdao 266071, China, Key Laboratory of Photonics Materials and Technology, Universities of Shandong (Qingdao University), Qingdao 266071, China; Li, M.M., College of Physics, Qingdao University, Qingdao 266071, China, National Center for NanoScience and Technology, Beijing 100190, China; Duvail, J.L., Institut des Matériaux Jean Rouxel, CNRS, Université de Nantes, F-44322 Nantes, France; Jiang, X.Y., National Center for NanoScience and Technology, Beijing 100190, China; Yin, H.L., Department of Osteology, No. 401 Hospital of P. L. A., Qingdao 266071, China","Long, Y.Z.; College of Physics, Qingdao University, Qingdao 266071, China; email: yunze.long@163.com",,Elsevier Ltd,796700,,PRPSB,,English,Prog. Polym. Sci.,Review,Final,,Scopus,2-s2.0-84899426586
"Xi X., Wang Z., Zhao W., Park J.-H., Law K.T., Berger H., Forró L., Shan J., Mak K.F.",36658005900;56272236900;55574198552;56953793000;35229499900;7402782768;7005158003;7103076032;25823324800;,Ising pairing in superconducting NbSe2 atomic layers,2016,Nature Physics,12,2,,139,143,,295,10.1038/nphys3538,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84956642129&doi=10.1038%2fnphys3538&partnerID=40&md5=eb3df04eb15cfd3c89f2729205279648,"Department of Physics, Center for 2-Dimensional and Layered Materials, Pennsylvania State University, University Park, PA  16802-6300, United States; National High Magnetic Field Laboratory, Florida State University, Tallahassee, FL  32310, United States; Department of Physics, Hong Kong University of Science and Technology, ClearWater Bay, Hong Kong, Hong Kong; Institute of Condensed Matter Physics, Ecole Polytechnique Fédérale de Lausanne, Lausanne, 1015, Switzerland","Xi, X., Department of Physics, Center for 2-Dimensional and Layered Materials, Pennsylvania State University, University Park, PA  16802-6300, United States; Wang, Z., Department of Physics, Center for 2-Dimensional and Layered Materials, Pennsylvania State University, University Park, PA  16802-6300, United States; Zhao, W., Department of Physics, Center for 2-Dimensional and Layered Materials, Pennsylvania State University, University Park, PA  16802-6300, United States; Park, J.-H., National High Magnetic Field Laboratory, Florida State University, Tallahassee, FL  32310, United States; Law, K.T., Department of Physics, Hong Kong University of Science and Technology, ClearWater Bay, Hong Kong, Hong Kong; Berger, H., Institute of Condensed Matter Physics, Ecole Polytechnique Fédérale de Lausanne, Lausanne, 1015, Switzerland; Forró, L., Institute of Condensed Matter Physics, Ecole Polytechnique Fédérale de Lausanne, Lausanne, 1015, Switzerland; Shan, J., Department of Physics, Center for 2-Dimensional and Layered Materials, Pennsylvania State University, University Park, PA  16802-6300, United States; Mak, K.F., Department of Physics, Center for 2-Dimensional and Layered Materials, Pennsylvania State University, University Park, PA  16802-6300, United States","Shan, J.; Department of Physics, Center for 2-Dimensional and Layered Materials, Pennsylvania State UniversityUnited States; email: jus59@psu.edu",,Nature Publishing Group,17452473,,,,English,Nat. Phys.,Article,Final,,Scopus,2-s2.0-84956642129
"Kim I.L., Mauck R.L., Burdick J.A.",35214959500;7004031805;7103361675;,Hydrogel design for cartilage tissue engineering: A case study with hyaluronic acid,2011,Biomaterials,32,34,,8771,8782,,281,10.1016/j.biomaterials.2011.08.073,https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053117718&doi=10.1016%2fj.biomaterials.2011.08.073&partnerID=40&md5=dece7033180700ad6e8275b1ba6aaaa8,"Department of Bioengineering, University of Pennsylvania, 240 Skirkanich Hall, 210 S. 33rd Street, Philadelphia, PA 19104, United States; Mckay Orthopedic Research Laboratory, Department of Orthopedic Surgery, University of Pennsylvania, Philadelphia, PA, United States","Kim, I.L., Department of Bioengineering, University of Pennsylvania, 240 Skirkanich Hall, 210 S. 33rd Street, Philadelphia, PA 19104, United States; Mauck, R.L., Department of Bioengineering, University of Pennsylvania, 240 Skirkanich Hall, 210 S. 33rd Street, Philadelphia, PA 19104, United States, Mckay Orthopedic Research Laboratory, Department of Orthopedic Surgery, University of Pennsylvania, Philadelphia, PA, United States; Burdick, J.A., Department of Bioengineering, University of Pennsylvania, 240 Skirkanich Hall, 210 S. 33rd Street, Philadelphia, PA 19104, United States","Burdick, J.A.; Department of Bioengineering, University of Pennsylvania, 240 Skirkanich Hall, 210 S. 33rd Street, Philadelphia, PA 19104, United States; email: burdick2@seas.upenn.edu",,,1429612,,BIMAD,21903262,English,Biomaterials,Article,Final,,Scopus,2-s2.0-80053117718
"Xie J., Li X., Xia Y.",8519385200;15757295400;7403027697;,Putting electrospun nanofibers to work for biomedical research,2008,Macromolecular Rapid Communications,29,22,,1775,1792,,259,10.1002/marc.200800381,https://www.scopus.com/inward/record.uri?eid=2-s2.0-56449108387&doi=10.1002%2fmarc.200800381&partnerID=40&md5=c106ed4c81b2dcfcca09e90c93bde818,"Department of Biomedical Engineering, Washington University in St. Louis, Saint Louis, MO 63130, United States","Xie, J., Department of Biomedical Engineering, Washington University in St. Louis, Saint Louis, MO 63130, United States; Li, X., Department of Biomedical Engineering, Washington University in St. Louis, Saint Louis, MO 63130, United States; Xia, Y., Department of Biomedical Engineering, Washington University in St. Louis, Saint Louis, MO 63130, United States","Xia, Y.; Department of Biomedical Engineering, Washington University in St. Louis, Saint Louis, MO 63130, United States; email: xia@biomed.wustl.edu",,,10221336,,MRCOE,,English,Macromol. Rapid Commun.,Article,Final,,Scopus,2-s2.0-56449108387
"Mieszawska A.J., Jalilian R., Sumanasekera G.U., Zamborini F.P.",6505751520;8709015600;6603954966;6603470183;,The synthesis and fabrication of one-dimensional nanoscale heterojunctions,2007,Small,3,5,,722,756,,254,10.1002/smll.200600727,https://www.scopus.com/inward/record.uri?eid=2-s2.0-34248526197&doi=10.1002%2fsmll.200600727&partnerID=40&md5=3512cb8eb99bd604bbbc100cffb36c7d,"Department of Chemistry, University of Louisville, Louisville, KY 40292, United States; Department of Electrical and Computer Engineering, University of Louisville, Louisville, KY 40292, United States","Mieszawska, A.J., Department of Chemistry, University of Louisville, Louisville, KY 40292, United States; Jalilian, R., Department of Electrical and Computer Engineering, University of Louisville, Louisville, KY 40292, United States; Sumanasekera, G.U., Department of Electrical and Computer Engineering, University of Louisville, Louisville, KY 40292, United States; Zamborini, F.P., Department of Chemistry, University of Louisville, Louisville, KY 40292, United States","Mieszawska, A.J.; Department of Chemistry, University of Louisville, Louisville, KY 40292, United States",,,16136810,,,17444570,English,Small,Article,Final,,Scopus,2-s2.0-34248526197
"McCann J.T., Marquez M., Xia Y.",7202464146;7103125444;7403027697;,Melt coaxial electrospinning: A versatile method for the encapsulation of solid materials and fabrication of phase change nanofibers,2006,Nano Letters,6,12,,2868,2872,,241,10.1021/nl0620839,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33846337129&doi=10.1021%2fnl0620839&partnerID=40&md5=4b17c87079e2cb680c3df7dbfd309c78,"Department of Chemistry, University of Washington, Seattle, WA 98195-1700, United States; INEST Group, Research Center, Philip Morris USA, Richmond, VA 23234, United States","McCann, J.T., Department of Chemistry, University of Washington, Seattle, WA 98195-1700, United States; Marquez, M., INEST Group, Research Center, Philip Morris USA, Richmond, VA 23234, United States; Xia, Y., Department of Chemistry, University of Washington, Seattle, WA 98195-1700, United States","Xia, Y.; Department of Chemistry, University of Washington, Seattle, WA 98195-1700, United States; email: xia@chem.washington.edu",,,15306984,,,,English,Nano Lett.,Article,Final,,Scopus,2-s2.0-33846337129
"Sridhar R., Lakshminarayanan R., Madhaiyan K., Barathi V.A., Limh K.H.C., Ramakrishna S.",54791554600;6701551661;55446944000;23491536600;56495356300;57205523298;,"Electrosprayed nanoparticles and electrospun nanofibers based on natural materials: Applications in tissue regeneration, drug delivery and pharmaceuticals",2015,Chemical Society Reviews,44,3,,790,814,,238,10.1039/c4cs00226a,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921781613&doi=10.1039%2fc4cs00226a&partnerID=40&md5=a3b0c053185f7e77eecf877035dc5f60,"Center for Nanofibers and Nanotechnology, National University of Singapore, Singapore, 117576, Singapore; Department of Mechanical Engineering, National University of Singapore, Singapore, 117576, Singapore; Cancer Science Institute of Singapore, Department of Pharmacy, National University of Singapore, Singapore, 117599, Singapore; Singapore Eye Research Institute, The Academia, 20 College Road, Discovery Tower, Level 6, Singapore, 169856, Singapore; SRP in Neuroscience and Behavioral Disorder, Duke-NUS Graduate Medical School, 8 College Road, Singapore, 169857, Singapore; Department of Pharmacy, National University of Singapore, 18 Science Drive 4, Singapore, 117543, Singapore; Department of Ophthalmology, Yong Loo Lin School of Medicine, National University of Singapore, 21 Lower Kent Ridge Road, Singapore, 119077, Singapore; Department of Radiation Oncology, National University Cancer Institute, Singapore, 119082, Singapore; Nanoscience and Nanotechnology Institute, National University of Singapore (NUSNNI), Singapore, 117576, Singapore","Sridhar, R., Center for Nanofibers and Nanotechnology, National University of Singapore, Singapore, 117576, Singapore, Department of Mechanical Engineering, National University of Singapore, Singapore, 117576, Singapore, Cancer Science Institute of Singapore, Department of Pharmacy, National University of Singapore, Singapore, 117599, Singapore; Lakshminarayanan, R., Singapore Eye Research Institute, The Academia, 20 College Road, Discovery Tower, Level 6, Singapore, 169856, Singapore, SRP in Neuroscience and Behavioral Disorder, Duke-NUS Graduate Medical School, 8 College Road, Singapore, 169857, Singapore; Madhaiyan, K., Department of Pharmacy, National University of Singapore, 18 Science Drive 4, Singapore, 117543, Singapore; Barathi, V.A., Singapore Eye Research Institute, The Academia, 20 College Road, Discovery Tower, Level 6, Singapore, 169856, Singapore, SRP in Neuroscience and Behavioral Disorder, Duke-NUS Graduate Medical School, 8 College Road, Singapore, 169857, Singapore, Department of Ophthalmology, Yong Loo Lin School of Medicine, National University of Singapore, 21 Lower Kent Ridge Road, Singapore, 119077, Singapore; Limh, K.H.C., Department of Radiation Oncology, National University Cancer Institute, Singapore, 119082, Singapore; Ramakrishna, S., Center for Nanofibers and Nanotechnology, National University of Singapore, Singapore, 117576, Singapore, Department of Mechanical Engineering, National University of Singapore, Singapore, 117576, Singapore, Nanoscience and Nanotechnology Institute, National University of Singapore (NUSNNI), Singapore, 117576, Singapore","Sridhar, R.; Center for Nanofibers and Nanotechnology, National University of SingaporeSingapore",,Royal Society of Chemistry,3060012,,CSRVB,25408245,English,Chem. Soc. Rev.,Review,Final,,Scopus,2-s2.0-84921781613
